,name,ratings,price,imgURL,storage_ram,camera,oS_Processor,display,network,battery
143,"('OnePlus 7T (Frosted Silver, 256 GB)', None)","(nan, None)","('₹35,989', None)","('https://rukminim2.flixcart.com/image/312/312/k1b1bbk0/mobile/y/e/b/oneplus-7t-hd1901-original-imafkwsyvmpx7xhf.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GB', None)","('Primary Camera AvailableYesPrimary Camera48 MP + 12 MP + 16 MPPrimary Camera FeaturesUltra wide angle : When shooting photos or videos, switch over to the ultra wide angle camera at the press of a button to instantly widen your frame to a dramatic 117° field of view. Even up close, effortlessly capture large group shots and sprawling landscapes.\nNightscape : Available on both the main camera and the ultra wide angle camera, Nightscape mode combines information from multiple frames in varying exposures to produce a wider dynamic range. The result? Bright, clear, dramatic photos—even in surprisingly dark environments.\nUltraShot Engine : Optimized with our intelligent photography engine, the OnePlus 7T takes breathtaking photos, even in difficult lighting. From backlit portraits to sunsets at dusk, capture it all in remarkable clarity.Optical ZoomYesSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFront camera : The OnePlus 7T’s 16 MP front-facing camera has Portrait mode built right in for more impressive selfies, while EIS stabilization keeps videos smooth and steady when streaming or video chatting.FlashBack FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 10Processor TypeQualcomm® Snapdragon™ 855 PlusProcessor CoreOcta CorePrimary Clock Speed2.9 GHzOperating Frequency855', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080$$PixelsGPUAdreno 640Other Display FeaturesThe OnePlus 7T’s smooth 90 Hz refresh rate is enhanced by over 370 optimizations in OxygenOS for seamless visuals and ultra-responsive touch design. Once you experience the smoothness of Fluid Display, you’ll never settle for anything less.\nBinge all your favorites in jaw-dropping clarity with HDR playback on Netflix, YouTube, and Amazon Prime Video. HDR10+ produces deeper blacks, brighter whites, and more true-to-life visuals for stunning movies, games, and photos. Experience more immersive entertainment, anytime, anywhere.\nImproved with new sensors and algorithms, our next-generation fingerprint reader is more accurate and more secure. Simply tap on the display to unlock the OnePlus 7T in an instant.\nIn direct sunlight, an astonishing 1,000 nits of brightness ensures that everything is clear and vivid. In the dark, TÜV-certified blue-light reduction allows for safer, more comfortable nighttime reading. It’s the smartphone display that’s designed to go anywhere.', None)","('Network Type4G, 3G, 2GSupported Networks4G LTE, GSMWi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYes', None)","('Battery Capacity3800 mAhBattery Typelithium-ion', None)"
144,"('OnePlus 9 5G (Winter Mist, 256 GB)', None)","('4', None)","('₹41,490', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/n/y/-original-imagdhtmgbg6vyrd.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks4G LTE', None)","('Battery Capacity4500 mAh', None)"
145,"('OnePlus 9 5G (Astral Black, 256 GB)', None)","('4', None)","('₹39,680', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/o/l/-original-imagdh2zh7hbwyxh.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks4G LTE, 5G, CDMA, GSM', None)","('Battery Capacity4500 mAh', None)"
146,"('OnePlus 9 5G (Arctic Sky, 128 GB)', None)","('3.9', None)","('₹36,790', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/q/l/-original-imagdh239er3qnz2.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported NetworksCDMA, GSM, 4G LTE, 5G', None)","('Battery Capacity4500 mAh', None)"
147,"('OnePlus 9 5G (Astral Black, 128 GB)', None)","('3.9', None)","('₹35,333', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/o/l/-original-imagdh2zh7hbwyxh.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported NetworksGSM, CDMA, 4G LTE, 5G', None)","('Battery Capacity4500 mAh', None)"
148,"('OnePlus 7 Pro (Mirror Grey, 256 GB)', None)","('4.5', None)","('₹27,999', None)","('https://rukminim2.flixcart.com/image/312/312/k0cqqvk0/mobile/q/s/4/oneplus-7-pro-gm1911-original-imafk5wg3yxjtbwp.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera48 MP + 8 MP + 16 MPPrimary Camera FeaturesUltraShot, Nightscape, Studio Lighting, Portrait, Pro Mode, Panorama, HDR, AI Scene Detection, RAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face Retouching, Pop up cameraFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 9 Pie OxygenOSProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.94 cm (6.67 inch)Resolution3120 x 1440 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity4000 mAhBattery Typelithium-ion', None)"
149,"('OnePlus 7 Pro (Nebula Blue, 256 GB)', None)","('4.5', None)","('₹35,999', None)","('https://rukminim2.flixcart.com/image/312/312/k0bbb0w0/mobile/z/q/w/oneplus-7-pro-gm1911-original-imafk5f7g6sswayh.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera48 MP + 8 MP + 16 MPPrimary Camera FeaturesUltraShot, Nightscape, Studio Lighting, Portrait, Pro Mode, Panorama, HDR, AI Scene Detection, RAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face Retouching, Pop up cameraFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 9 Pie OxygenOSProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.94 cm (6.67 inch)Resolution3120 x 1440 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity4000 mAhBattery Typelithium-ion', None)"
150,"('OnePlus 7 Pro (Almond, 256 GB)', None)","('4.5', None)","('₹27,999', None)","('https://rukminim2.flixcart.com/image/312/312/k08gfbk0/mobile/g/7/u/oneplus-7-pro-gm1911-original-imafk28ef8kkmfes.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera48 MP + 8 MP + 16 MPPrimary Camera FeaturesUltraShot, Nightscape, Studio Lighting, Portrait, Pro Mode, Panorama, HDR, AI Scene Detection, RAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face Retouching, Pop up cameraFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 9 Pie OxygenOSProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.94 cm (6.67 inch)Resolution3120 x 1440 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity4000 mAhBattery Typelithium-ion', None)"
151,"('OnePlus 7 Pro (Mirror Grey, 128 GB)', None)","('4.5', None)","('₹41,799', None)","('https://rukminim2.flixcart.com/image/312/312/k0cqqvk0/mobile/q/s/4/oneplus-7-pro-gm1911-original-imafk5wg3yxjtbwp.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera48 MP + 8 MP + 16 MPPrimary Camera FeaturesUltraShot, Nightscape, Studio Lighting, Portrait, Pro Mode, Panorama, HDR, AI Scene Detection, RAW ImageOptical ZoomYesSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face Retouching, Pop up cameraFlashFront & Back FlashHD RecordingYesFull HD RecordingYesVideo RecordingYesImage EditorYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 9 Pie OxygenOSProcessor CoreOcta CorePrimary Clock Speed2.8 GHzSecondary Clock Speed1.2 GHz', None)","('Display Size16.94 cm (6.67 inch)Resolution3120 x 1440 PixelsHD Game SupportYes', None)","('Network Type4G VOLTESupported Networks4G LTE3GYesGPRSYesMicro USB PortYesMini USB PortYesBluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version802.11 a/b/g/n/acWi-Fi HotspotYesMini HDMI PortYesTV OutYesInfraredYes', None)","('Battery Capacity4000 mAhBattery Typelithium-ion', None)"
152,"('OnePlus 7 Pro (Nebula Blue, 256 GB)', None)","('4.6', None)","('₹29,999', None)","('https://rukminim2.flixcart.com/image/312/312/k0bbb0w0/mobile/z/q/w/oneplus-7-pro-gm1911-original-imafk5f7g6sswayh.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera48 MP + 8 MP + 16 MPPrimary Camera FeaturesUltraShot, Nightscape, Studio Lighting, Portrait, Pro Mode, Panorama, HDR, AI Scene Detection, RAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face Retouching, Pop up cameraFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 9 Pie OxygenOSProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.94 cm (6.67 inch)Resolution3120 x 1440 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity4000 mAhBattery Typelithium-ion', None)"
153,"('OnePlus 11 5G (Titan Black, 256 GB)', None)","('4.5', None)","('₹59,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/j/u/11-5g-b0bqjmrxqv-oneplus-original-imagmugyd8yzjczg.jpeg?q=70', None)","('Internal Storage256 GBRAM16 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid OxygenOS based on Android 13Processor CoreOcta CorePrimary Clock Speed3.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216x1440', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
154,"('OnePlus 7 (Mirror Grey, 256 GB)', None)","('4.6', None)","('₹24,990', None)","('https://rukminim2.flixcart.com/image/312/312/k0bbb0w0/mobile/x/f/q/oneplus-7-gm1901-original-imafk4ywxhrqddvg.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GB', None)","('Primary Camera AvailableYesPrimary Camera48 MP + 5 MPPrimary Camera FeaturesUltraShot, Nightscape, Studio Lighting, Portrait, Pro Mode, Panorama, HDR, AI Scene Detection, RAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesFace Unlock, Screen Flash, HDR, Face RetouchingFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie OxygenProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.28 cm (6.41 inch)Resolution2340 x 1080 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity3700 mAhBattery Typelithium-ion', None)"
155,"('OnePlus 7T Pro (Haze Blue, 256 GB)', None)","('4.5', None)","('₹32,999', None)","('https://rukminim2.flixcart.com/image/312/312/k1v1h8w0/mobile/j/p/f/oneplus-7t-pro-hd1901-original-imafhck22abeqsqm.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP +8MP+16MPPrimary Camera FeaturesUltraShot, Nightscape, Portrait, Pro Mode, Panorama, HDR, AI Scene Detection, RAW ImageOptical ZoomYesSecondary Camera AvailableYesSecondary Camera16MP Dual Front CameraSecondary Camera FeaturesFace Unlock, HDR, Screen Flash, Face RetouchingFlashFront & Back FlashHD RecordingYesFull HD RecordingYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 10Processor TypeQualcomm® Snapdragon™ 855 Plus (Octa-core, 7nm, up to 2.96 GHz) , with Qualcomm AI EngineProcessor CoreOcta CorePrimary Clock Speed2.96 GHz', None)","('Display Size16.94 cm (6.67 inch)Resolution3120 x 1440$$PixelsResolution TypeQuad HD+GPUAdreno 640Other Display FeaturesVideo Enhancer\nReading mode\nNight mode', None)","('Network Type4G VOLTESupported Networks4G LTEInternet ConnectivityGSM, (B2/3/5/8), CDMA, (BC0/BC1), 4G, FDD-LTE, (B1/2/3/4/5/7/8/12/13/17/18/19/20/26/28/29), TDD-LTE, (B34/38/39/40/41), Bluetooth 5.0 support aptX/HD/LDAC/AAC, TDS, (B34/B39), NFC enabled, WiFi, 2x2 MIMO, Wi-Fi 802.11 a/b/g/n/ac/2.4G/5G, UMTS:B1/2/4/5/8/9/19Bluetooth SupportYesBluetooth Version5Wi-FiYesWi-Fi Version2x2 MIMO, Wi-Fi 802.11 a/b/g/n/ac, 2.4G/5GWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYes', None)","('Battery Capacity4085 mAhBattery Typelithium-ion', None)"
156,"('OnePlus 3T (Gunmetal, 128 GB)', None)","('4.1', None)","('₹9,999', None)","('https://rukminim2.flixcart.com/image/312/312/l3nco7k0/mobile/x/j/1/oneplus-3t-one-plus-3t-shoppicky-original-imageq5k3hg3d7jg.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera16MP Rear CameraSecondary Camera16MP Front Camera', None)","('Operating SystemAndroid Marshmallow 6.0Processor CoreOcta CorePrimary Clock Speed2.74 GHz', None)","('Display Size13.97 cm (5.5 inch)Resolution1920 x 1080', None)","('Network Type4GSupported Networks4G LTE', None)","('Battery Capacity3400 mAh', None)"
157,"('OnePlus 9R 5G (Carbon Black, 256 GB)', None)","('4.1', None)","('₹37,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/h/k/-original-imagawn2gggtuvwd.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080$$Pixels', None)","('Network Type5GSupported NetworksCDMA, GSM, 4G LTE, 5G', None)","('Battery Capacity4500 mAh', None)"
158,"('OnePlus 9RT 5G (Hacker Black, 256 GB)', None)","('4.4', None)","('₹42,500', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/5/-original-imagdkxf7sg33nye.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.81 cm (6.62 inch)Resolution1080 x 2400$$Pixels', None)","('Network Type5GSupported Networks5G, GSM, CDMA, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
159,"('OnePlus Nord 2 5G (Gray Sierra, 128 GB)', None)","('3.9', None)","('₹29,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/f/l/-original-imagdbff6gur5wha.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G, 4G LTE, GSM', None)","('Battery Capacity4500 mAh', None)"
160,"('OnePlus One (Silk White, 16 GB)', None)","('4.3', None)","('₹18,998', None)","('https://rukminim2.flixcart.com/image/312/312/mobile/h/b/j/one-plus-one-na-original-imae8hh39tszhbbx.jpeg?q=70', None)","('Internal Storage16 GBRAM3 GBCall Log MemoryYes', None)","('Primary Camera AvailableYesPrimary Camera13MP Rear CameraPrimary Camera Features6 Lenses to Avoid Distortion and Color Aberration, Dual LED Flash Support, Aperture: f/2.0, Slow Motion: HD Video at 120 fps, Sony Exmor IMX 214Secondary Camera AvailableYesSecondary Camera5MP Front CameraSecondary Camera FeaturesDistortion Free, 80 Degree Viewing AngleFlashDual LEDHD RecordingYesFull HD RecordingYesVideo RecordingYesVideo Recording Resolution3840 x 2160Frame Rate120 fps', None)","('Operating SystemAndroid KitKat 4.4Processor TypeQualcomm Snapdragon 801Processor CoreQuad CorePrimary Clock Speed2.5 GHzOperating FrequencyGSM - 850, 900, 1800, 1900; WCDMA - 2100; 4G LTE - Bands 1/3/4/7/17/38/40', None)","('Display Size13.97 cm (5.5 inch)Resolution1920 x 1080 PixelsResolution TypeFull HDGPUAdreno 330, 578 MHzDisplay TypeLTPS IPS with TOLOther Display FeaturesCorning Gorilla Glass 3, JDI Display', None)","('Network Type3G, 4G, 2GSupported Networks4G LTEInternet Connectivity4G, 3G, Wi-Fi3GYesPre-installed BrowserAndroidMicro USB PortYesMicro USB Version2Bluetooth SupportYesBluetooth Version4Wi-FiYesWi-Fi Version802.11 b/g/n/acNFCYesUSB ConnectivityYesAudio Jack3.5 mmMap SupportGoogle MapsGPS SupportYes', None)","('Battery Capacity3100 mAhBattery TypeLi-Polymer', None)"
161,"('OnePlus 10 Pro 5G (Emerald Forest, 256 GB)', None)","('4', None)","('₹54,766', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/n/h/-original-imagdhvtjkha293f.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216 x 1440 pixel', None)","('Network Type5GSupported Networks5G, GSM, CDMA, 5G', None)","('Battery Capacity5000 mAh', None)"
162,"('OnePlus Nord 2 5G (PAC-MAN, 256 GB)', None)","('4.3', None)","('₹36,399', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/a/2/-original-imageyh6phsutybf.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed3 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
163,"('OnePlus 9 5G (Arctic Sky, 256 GB)', None)","('4.4', None)","('₹40,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/7/i/-original-imaggceejthk79fq.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA, 5G', None)","('Battery Capacity4500 mAh', None)"
164,"('OnePlus Nord 2 5G (Gray Sierra, 256 GB)', None)","('4.3', None)","('₹33,997', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/f/l/-original-imagdbff6gur5wha.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400 pixels', None)","('Network Type5GSupported Networks4G LTE, GSM, 5G', None)","('Battery Capacity4500 mAh', None)"
165,"('OnePlus Nord 2 5G (Blue Haze, 128 GB)', None)","('4.2', None)","('₹25,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/4/n/-original-imagdbfgmrkgcnub.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400 pixels', None)","('Network Type5GSupported Networks5G, GSM, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
166,"('OnePlus Nord CE 3 Lite 5G (Lime, 256 GB)', None)","(nan, None)","('₹21,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/e/l/nord-ce-3-lite-5g-cph2466-oneplus-original-imagprhyad7zfz5f.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 12Processor CoreOcta CorePrimary Clock Speed2.42 MHz', None)","('Display Size17.07 cm (6.72 inch)Resolution1080X2400', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
167,"('OnePlus 10R 5G (Forest Green, 256 GB)', None)","(nan, None)","('₹34,411', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/b/o/-original-imageypzw8gumvyz.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
168,"('OnePlus Nord 2 5G (Blue Haze, 128 GB)', None)","('4.4', None)","('₹25,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/4/n/-original-imagdbfgmrkgcnub.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400 pixels', None)","('Network Type5GSupported Networks5G, GSM, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
169,"('OnePlus 10R 5G (Forest Green, 256 GB)', None)","('4.2', None)","('₹34,411', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/b/o/-original-imageypzw8gumvyz.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
170,"('OnePlus Nord CE 3 Lite 5G (Lime, 256 GB)', None)","('4.3', None)","('₹21,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/e/l/nord-ce-3-lite-5g-cph2466-oneplus-original-imagprhyad7zfz5f.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 12Processor CoreOcta CorePrimary Clock Speed2.42 MHz', None)","('Display Size17.07 cm (6.72 inch)Resolution1080X2400', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
171,"('OnePlus Nord 2 5G (Blue Haze, 256 GB)', None)","('4.3', None)","('₹32,490', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/4/n/-original-imagdbfgmrkgcnub.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400 pixels', None)","('Network Type5GSupported Networks4G LTE, 5G, GSM', None)","('Battery Capacity4500 mAh', None)"
172,"('OnePlus Nord 3 5G (Tempest Gray, 128 GB)', None)","('3.7', None)","('₹33,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/y/i/nord-3-5g-cph2491-oneplus-original-imagrk2vbpbegxmy.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Android 13 OxygenOSProcessor CoreOcta CorePrimary Clock Speed3.05 GHz', None)","('Display Size17.12 cm (6.74 inch)Resolution1240x2772$$Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
173,"('OnePlus Nord 3 5G (Misty Green, 128 GB)', None)","('4.2', None)","('₹33,900', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/c/e/nord-3-5g-cph2491-oneplus-original-imagrk2z92qpqgfd.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid ANdroid 13 OxygenOSProcessor CoreOcta CorePrimary Clock Speed3.05 GHz', None)","('Display Size17.12 cm (6.74 inch)Resolution1240x2772$$Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
174,"('OnePlus 6 (Midnight Black, 256 GB)', None)","('4.3', None)","('₹22,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/t/i/6-a6000-oneplus-original-imagr6sgs9vvtezr.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera20MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oreo 8.1Processor CoreOcta CorePrimary Clock Speed2.7 GHz', None)","('Display Size15.95 cm (6.28 inch)Resolution1080 x 2280', None)","('Network Type4G VOLTESupported Networks4G LTE', None)","('Battery Capacity3300 mAh', None)"
